November 2023 Global Gridded Temperature Anomalies (Degrees Celsius)
Base Period: 1991-2020
Missing: -999.00
Latitude,Longitude,Anomaly
22.5S,112.5E,0.54
22.5S,117.5E,0.76
22.5S,122.5E,1.32
22.5S,127.5E,1.00
22.5S,132.5E,0.77
22.5S,137.5E,0.77
22.5S,142.5E,0.42
22.5S,147.5E,0.15
22.5S,152.5E,-0.01
22.5S,157.5E,0.00
22.5S,162.5E,0.07
22.5S,167.5E,0.14
22.5S,172.5E,0.20
22.5S,177.5E,0.06
22.5S,177.5W,-0.09
22.5S,172.5W,-0.39
22.5S,167.5W,-0.56
22.5S,162.5W,-0.70
22.5S,157.5W,-0.74
22.5S,152.5W,-0.76
22.5S,147.5W,-0.59
22.5S,142.5W,-0.37
22.5S,137.5W,-0.18
22.5S,132.5W,-0.08
22.5S,127.5W,-0.06
22.5S,122.5W,-0.09
22.5S,117.5W,-0.08
22.5S,112.5W,-0.10
22.5S,107.5W,-0.08
22.5S,102.5W,-0.02
22.5S,97.5W,0.01
22.5S,92.5W,0.08
22.5S,87.5W,0.17
22.5S,82.5W,0.26
22.5S,77.5W,0.43
22.5S,72.5W,0.65
22.5S,67.5W,1.59
22.5S,62.5W,2.70
22.5S,57.5W,2.80
22.5S,52.5W,1.83
22.5S,47.5W,2.27
22.5S,42.5W,1.36
22.5S,37.5W,0.50
22.5S,32.5W,0.61
22.5S,27.5W,0.75
22.5S,22.5W,0.89
22.5S,17.5W,1.07
22.5S,12.5W,1.26
22.5S,7.5W,1.42
22.5S,2.5W,1.38
17.5S,2.5E,1.06
17.5S,7.5E,1.05
17.5S,12.5E,0.96
17.5S,17.5E,0.87
17.5S,22.5E,0.56
17.5S,27.5E,0.90
17.5S,32.5E,0.30
17.5S,37.5E,0.37
17.5S,42.5E,0.32
17.5S,47.5E,0.95
17.5S,52.5E,1.40
17.5S,57.5E,1.42
17.5S,62.5E,1.35
17.5S,67.5E,1.26
17.5S,72.5E,1.04
17.5S,77.5E,0.61
17.5S,82.5E,0.17
17.5S,87.5E,-0.16
17.5S,92.5E,-0.28
17.5S,97.5E,-0.01
17.5S,102.5E,0.42
17.5S,107.5E,0.59
17.5S,112.5E,0.44
17.5S,117.5E,0.26
17.5S,122.5E,0.31
17.5S,127.5E,0.29
17.5S,132.5E,-0.55
17.5S,137.5E,-0.06
17.5S,142.5E,-0.04
17.5S,147.5E,-0.09
17.5S,152.5E,-0.05
17.5S,157.5E,-0.05
17.5S,162.5E,-0.01
17.5S,167.5E,0.06
17.5S,172.5E,0.07
17.5S,177.5E,0.04
17.5S,177.5W,-0.15
17.5S,172.5W,-0.18
17.5S,167.5W,-0.29
17.5S,162.5W,-0.48
17.5S,157.5W,-0.32
17.5S,152.5W,-0.20
17.5S,147.5W,-0.04
17.5S,142.5W,0.15
17.5S,137.5W,0.20
17.5S,132.5W,0.20
17.5S,127.5W,0.15
17.5S,122.5W,0.12
17.5S,117.5W,0.14
17.5S,112.5W,0.19
17.5S,107.5W,0.25
17.5S,102.5W,0.34
17.5S,97.5W,0.42
17.5S,92.5W,0.53
17.5S,87.5W,0.61
17.5S,82.5W,0.71
17.5S,77.5W,0.83
17.5S,72.5W,1.13
17.5S,67.5W,1.60
17.5S,62.5W,2.88
17.5S,57.5W,2.91
17.5S,52.5W,2.03
17.5S,47.5W,2.44
17.5S,42.5W,2.69
17.5S,37.5W,0.78
17.5S,32.5W,0.74
17.5S,27.5W,0.69
17.5S,22.5W,0.71
17.5S,17.5W,0.78
17.5S,12.5W,0.87
17.5S,7.5W,0.92
17.5S,2.5W,1.05
12.5S,2.5E,0.77
12.5S,7.5E,0.60
12.5S,12.5E,0.80
12.5S,17.5E,1.11
12.5S,22.5E,0.99
12.5S,27.5E,0.84
12.5S,32.5E,0.70
12.5S,37.5E,0.47
12.5S,42.5E,0.79
12.5S,47.5E,1.19
12.5S,52.5E,1.54
12.5S,57.5E,1.50
12.5S,62.5E,1.15
12.5S,67.5E,0.75
12.5S,72.5E,0.35
12.5S,77.5E,-0.27
12.5S,82.5E,-0.73
12.5S,87.5E,-0.74
12.5S,92.5E,-0.46
12.5S,97.5E,-0.04
12.5S,102.5E,0.19
12.5S,107.5E,0.44
12.5S,112.5E,0.33
12.5S,117.5E,0.19
12.5S,122.5E,0.17
12.5S,127.5E,0.06
12.5S,132.5E,0.03
12.5S,137.5E,-0.17
12.5S,142.5E,-0.12
12.5S,147.5E,-0.24
12.5S,152.5E,-0.29
12.5S,157.5E,-0.24
12.5S,162.5E,-0.04
12.5S,167.5E,0.08
12.5S,172.5E,0.08
12.5S,177.5E,0.17
12.5S,177.5W,0.24
12.5S,172.5W,0.24
12.5S,167.5W,0.21
12.5S,162.5W,0.17
12.5S,157.5W,0.27
12.5S,152.5W,0.41
12.5S,147.5W,0.56
12.5S,142.5W,0.58
12.5S,137.5W,0.63
12.5S,132.5W,0.51
12.5S,127.5W,0.42
12.5S,122.5W,0.35
12.5S,117.5W,0.40
12.5S,112.5W,0.53
12.5S,107.5W,0.65
12.5S,102.5W,0.77
12.5S,97.5W,0.91
12.5S,92.5W,1.14
12.5S,87.5W,1.38
12.5S,82.5W,1.48
12.5S,77.5W,1.32
12.5S,72.5W,1.04
12.5S,67.5W,2.32
12.5S,62.5W,2.61
12.5S,57.5W,2.51
12.5S,52.5W,2.19
12.5S,47.5W,2.28
12.5S,42.5W,1.89
12.5S,37.5W,0.82
12.5S,32.5W,0.67
12.5S,27.5W,0.48
12.5S,22.5W,0.40
12.5S,17.5W,0.43
12.5S,12.5W,0.51
12.5S,7.5W,0.60
12.5S,2.5W,0.81
7.5S,2.5E,0.63
7.5S,7.5E,0.57
7.5S,12.5E,0.91
7.5S,17.5E,1.15
7.5S,22.5E,1.05
7.5S,27.5E,0.81
7.5S,32.5E,0.60
7.5S,37.5E,0.49
7.5S,42.5E,0.98
7.5S,47.5E,1.22
7.5S,52.5E,1.48
7.5S,57.5E,1.34
7.5S,62.5E,0.91
7.5S,67.5E,0.56
7.5S,72.5E,0.26
7.5S,77.5E,-0.34
7.5S,82.5E,-0.67
7.5S,87.5E,-0.63
7.5S,92.5E,-0.50
7.5S,97.5E,-0.53
7.5S,102.5E,-0.45
7.5S,107.5E,0.08
7.5S,112.5E,0.26
7.5S,117.5E,0.25
7.5S,122.5E,0.15
7.5S,127.5E,0.00
7.5S,132.5E,-0.23
7.5S,137.5E,-0.26
7.5S,142.5E,0.43
7.5S,147.5E,-0.20
7.5S,152.5E,-0.39
7.5S,157.5E,-0.19
7.5S,162.5E,0.05
7.5S,167.5E,0.17
7.5S,172.5E,0.32
7.5S,177.5E,0.53
7.5S,177.5W,0.67
7.5S,172.5W,0.79
7.5S,167.5W,0.88
7.5S,162.5W,0.96
7.5S,157.5W,1.00
7.5S,152.5W,1.02
7.5S,147.5W,1.03
7.5S,142.5W,0.97
7.5S,137.5W,0.93
7.5S,132.5W,0.83
7.5S,127.5W,0.82
7.5S,122.5W,0.86
7.5S,117.5W,0.98
7.5S,112.5W,1.16
7.5S,107.5W,1.33
7.5S,102.5W,1.51
7.5S,97.5W,1.70
7.5S,92.5W,1.98
7.5S,87.5W,2.18
7.5S,82.5W,1.81
7.5S,77.5W,1.21
7.5S,72.5W,1.27
7.5S,67.5W,1.98
7.5S,62.5W,2.01
7.5S,57.5W,2.22
7.5S,52.5W,1.58
7.5S,47.5W,1.52
7.5S,42.5W,0.95
7.5S,37.5W,0.38
7.5S,32.5W,0.78
7.5S,27.5W,0.63
7.5S,22.5W,0.61
7.5S,17.5W,0.65
7.5S,12.5W,0.65
7.5S,7.5W,0.65
7.5S,2.5W,0.74
2.5S,2.5E,0.71
2.5S,7.5E,0.74
2.5S,12.5E,1.09
2.5S,17.5E,0.43
2.5S,22.5E,0.93
2.5S,27.5E,0.88
2.5S,32.5E,0.59
2.5S,37.5E,0.15
2.5S,42.5E,0.96
2.5S,47.5E,1.18
2.5S,52.5E,1.33
2.5S,57.5E,1.11
2.5S,62.5E,0.79
2.5S,67.5E,0.54
2.5S,72.5E,0.32
2.5S,77.5E,0.13
2.5S,82.5E,-0.07
2.5S,87.5E,-0.29
2.5S,92.5E,-0.50
2.5S,97.5E,-0.73
2.5S,102.5E,0.31
2.5S,107.5E,0.27
2.5S,112.5E,0.84
2.5S,117.5E,0.37
2.5S,122.5E,0.25
2.5S,127.5E,0.08
2.5S,132.5E,-0.07
2.5S,137.5E,0.23
2.5S,142.5E,0.20
2.5S,147.5E,-0.05
2.5S,152.5E,-0.05
2.5S,157.5E,0.06
2.5S,162.5E,0.31
2.5S,167.5E,0.58
2.5S,172.5E,0.91
2.5S,177.5E,1.19
2.5S,177.5W,1.56
2.5S,172.5W,1.85
2.5S,167.5W,2.13
2.5S,162.5W,2.22
2.5S,157.5W,2.15
2.5S,152.5W,2.09
2.5S,147.5W,2.04
2.5S,142.5W,1.91
2.5S,137.5W,1.82
2.5S,132.5W,1.72
2.5S,127.5W,1.73
2.5S,122.5W,1.86
2.5S,117.5W,2.04
2.5S,112.5W,2.23
2.5S,107.5W,2.44
2.5S,102.5W,2.62
2.5S,97.5W,2.67
2.5S,92.5W,2.67
2.5S,87.5W,2.39
2.5S,82.5W,1.79
2.5S,77.5W,0.94
2.5S,72.5W,1.39
2.5S,67.5W,1.07
2.5S,62.5W,1.64
2.5S,57.5W,1.59
2.5S,52.5W,1.39
2.5S,47.5W,0.98
2.5S,42.5W,0.85
2.5S,37.5W,0.88
2.5S,32.5W,0.81
2.5S,27.5W,0.76
2.5S,22.5W,0.82
2.5S,17.5W,0.83
2.5S,12.5W,0.68
2.5S,7.5W,0.63
2.5S,2.5W,0.70
2.5N,2.5E,0.97
2.5N,7.5E,0.83
2.5N,12.5E,0.87
2.5N,17.5E,-0.28
2.5N,22.5E,1.05
2.5N,27.5E,0.81
2.5N,32.5E,0.65
2.5N,37.5E,0.31
2.5N,42.5E,0.24
2.5N,47.5E,1.12
2.5N,52.5E,1.32
2.5N,57.5E,1.11
2.5N,62.5E,0.85
2.5N,67.5E,0.64
2.5N,72.5E,0.52
2.5N,77.5E,0.47
2.5N,82.5E,0.32
2.5N,87.5E,0.16
2.5N,92.5E,0.01
2.5N,97.5E,0.15
2.5N,102.5E,0.51
2.5N,107.5E,0.54
2.5N,112.5E,0.67
2.5N,117.5E,0.85
2.5N,122.5E,0.65
2.5N,127.5E,0.46
2.5N,132.5E,0.29
2.5N,137.5E,0.23
2.5N,142.5E,0.20
2.5N,147.5E,0.15
2.5N,152.5E,0.10
2.5N,157.5E,0.15
2.5N,162.5E,0.34
2.5N,167.5E,0.58
2.5N,172.5E,0.86
2.5N,177.5E,1.19
2.5N,177.5W,1.48
2.5N,172.5W,1.82
2.5N,167.5W,2.17
2.5N,162.5W,2.27
2.5N,157.5W,2.20
2.5N,152.5W,2.18
2.5N,147.5W,2.19
2.5N,142.5W,2.10
2.5N,137.5W,1.99
2.5N,132.5W,1.86
2.5N,127.5W,1.84
2.5N,122.5W,1.95
2.5N,117.5W,2.05
2.5N,112.5W,2.14
2.5N,107.5W,2.26
2.5N,102.5W,2.27
2.5N,97.5W,2.13
2.5N,92.5W,1.93
2.5N,87.5W,1.72
2.5N,82.5W,1.45
2.5N,77.5W,1.58
2.5N,72.5W,1.15
2.5N,67.5W,1.17
2.5N,62.5W,1.82
2.5N,57.5W,1.74
2.5N,52.5W,1.29
2.5N,47.5W,0.80
2.5N,42.5W,0.78
2.5N,37.5W,0.68
2.5N,32.5W,0.65
2.5N,27.5W,0.71
2.5N,22.5W,0.83
2.5N,17.5W,0.80
2.5N,12.5W,0.58
2.5N,7.5W,0.65
2.5N,2.5W,0.90
7.5N,2.5E,1.00
7.5N,7.5E,1.28
7.5N,12.5E,1.45
7.5N,17.5E,1.29
7.5N,22.5E,1.75
7.5N,27.5E,1.10
7.5N,32.5E,1.80
7.5N,37.5E,1.38
7.5N,42.5E,0.68
7.5N,47.5E,0.76
7.5N,52.5E,1.19
7.5N,57.5E,1.16
7.5N,62.5E,1.01
7.5N,67.5E,0.86
7.5N,72.5E,0.70
7.5N,77.5E,0.64
7.5N,82.5E,0.60
7.5N,87.5E,0.52
7.5N,92.5E,0.49
7.5N,97.5E,0.60
7.5N,102.5E,0.77
7.5N,107.5E,0.94
7.5N,112.5E,1.02
7.5N,117.5E,1.02
7.5N,122.5E,0.93
7.5N,127.5E,0.74
7.5N,132.5E,0.53
7.5N,137.5E,0.41
7.5N,142.5E,0.31
7.5N,147.5E,0.19
7.5N,152.5E,0.16
7.5N,157.5E,0.16
7.5N,162.5E,0.20
7.5N,167.5E,0.34
7.5N,172.5E,0.45
7.5N,177.5E,0.56
7.5N,177.5W,0.66
7.5N,172.5W,0.74
7.5N,167.5W,0.86
7.5N,162.5W,0.93
7.5N,157.5W,0.90
7.5N,152.5W,0.90
7.5N,147.5W,0.97
7.5N,142.5W,1.03
7.5N,137.5W,1.04
7.5N,132.5W,1.10
7.5N,127.5W,1.09
7.5N,122.5W,1.10
7.5N,117.5W,1.05
7.5N,112.5W,1.05
7.5N,107.5W,1.12
7.5N,102.5W,1.15
7.5N,97.5W,1.15
7.5N,92.5W,1.21
7.5N,87.5W,1.27
7.5N,82.5W,1.19
7.5N,77.5W,1.20
7.5N,72.5W,1.24
7.5N,67.5W,1.26
7.5N,62.5W,1.43
7.5N,57.5W,1.02
7.5N,52.5W,0.70
7.5N,47.5W,0.66
7.5N,42.5W,0.67
7.5N,37.5W,0.63
7.5N,32.5W,0.60
7.5N,27.5W,0.69
7.5N,22.5W,0.77
7.5N,17.5W,0.70
7.5N,12.5W,0.59
7.5N,7.5W,0.83
7.5N,2.5W,0.78
12.5N,2.5E,1.69
12.5N,7.5E,1.93
12.5N,12.5E,2.23
12.5N,17.5E,1.93
12.5N,22.5E,2.77
12.5N,27.5E,2.43
12.5N,32.5E,2.96
12.5N,37.5E,2.15
12.5N,42.5E,1.25
12.5N,47.5E,0.75
12.5N,52.5E,0.99
12.5N,57.5E,1.19
12.5N,62.5E,0.99
12.5N,67.5E,0.86
12.5N,72.5E,0.80
12.5N,77.5E,1.03
12.5N,82.5E,0.63
12.5N,87.5E,0.52
12.5N,92.5E,0.54
12.5N,97.5E,0.74
12.5N,102.5E,0.78
12.5N,107.5E,1.10
12.5N,112.5E,1.21
12.5N,117.5E,1.17
12.5N,122.5E,1.02
12.5N,127.5E,0.79
12.5N,132.5E,0.62
12.5N,137.5E,0.50
12.5N,142.5E,0.38
12.5N,147.5E,0.30
12.5N,152.5E,0.25
12.5N,157.5E,0.27
12.5N,162.5E,0.33
12.5N,167.5E,0.40
12.5N,172.5E,0.43
12.5N,177.5E,0.42
12.5N,177.5W,0.42
12.5N,172.5W,0.42
12.5N,167.5W,0.46
12.5N,162.5W,0.45
12.5N,157.5W,0.35
12.5N,152.5W,0.26
12.5N,147.5W,0.24
12.5N,142.5W,0.27
12.5N,137.5W,0.25
12.5N,132.5W,0.38
12.5N,127.5W,0.53
12.5N,122.5W,0.60
12.5N,117.5W,0.54
12.5N,112.5W,0.56
12.5N,107.5W,0.65
12.5N,102.5W,0.71
12.5N,97.5W,0.83
12.5N,92.5W,1.00
12.5N,87.5W,1.05
12.5N,82.5W,0.96
12.5N,77.5W,0.93
12.5N,72.5W,1.01
12.5N,67.5W,1.01
12.5N,62.5W,0.96
12.5N,57.5W,0.93
12.5N,52.5W,0.75
12.5N,47.5W,0.69
12.5N,42.5W,0.72
12.5N,37.5W,0.74
12.5N,32.5W,0.74
12.5N,27.5W,0.79
12.5N,22.5W,0.91
12.5N,17.5W,0.87
12.5N,12.5W,0.69
12.5N,7.5W,1.39
12.5N,2.5W,1.21
17.5N,2.5E,1.47
17.5N,7.5E,1.38
17.5N,12.5E,1.74
17.5N,17.5E,1.90
17.5N,22.5E,2.41
17.5N,27.5E,2.72
17.5N,32.5E,2.37
17.5N,37.5E,2.21
17.5N,42.5E,1.41
17.5N,47.5E,1.88
17.5N,52.5E,1.26
17.5N,57.5E,1.01
17.5N,62.5E,0.75
17.5N,67.5E,0.68
17.5N,72.5E,0.85
17.5N,77.5E,1.01
17.5N,82.5E,0.91
17.5N,87.5E,0.42
17.5N,92.5E,0.35
17.5N,97.5E,1.24
17.5N,102.5E,1.03
17.5N,107.5E,1.14
17.5N,112.5E,1.13
17.5N,117.5E,1.05
17.5N,122.5E,0.96
17.5N,127.5E,0.80
17.5N,132.5E,0.64
17.5N,137.5E,0.51
17.5N,142.5E,0.44
17.5N,147.5E,0.42
17.5N,152.5E,0.43
17.5N,157.5E,0.45
17.5N,162.5E,0.50
17.5N,167.5E,0.53
17.5N,172.5E,0.54
17.5N,177.5E,0.47
17.5N,177.5W,0.44
17.5N,172.5W,0.42
17.5N,167.5W,0.40
17.5N,162.5W,0.41
17.5N,157.5W,0.31
17.5N,152.5W,0.19
17.5N,147.5W,0.17
17.5N,142.5W,0.16
17.5N,137.5W,0.04
17.5N,132.5W,0.01
17.5N,127.5W,0.12
17.5N,122.5W,0.30
17.5N,117.5W,0.40
17.5N,112.5W,0.51
17.5N,107.5W,0.58
17.5N,102.5W,0.76
17.5N,97.5W,0.78
17.5N,92.5W,0.76
17.5N,87.5W,0.87
17.5N,82.5W,0.87
17.5N,77.5W,0.95
17.5N,72.5W,1.01
17.5N,67.5W,0.98
17.5N,62.5W,1.01
17.5N,57.5W,0.98
17.5N,52.5W,0.97
17.5N,47.5W,0.91
17.5N,42.5W,0.92
17.5N,37.5W,1.01
17.5N,32.5W,1.12
17.5N,27.5W,1.18
17.5N,22.5W,1.37
17.5N,17.5W,1.50
17.5N,12.5W,1.18
17.5N,7.5W,0.85
17.5N,2.5W,1.25
22.5N,2.5E,0.86
22.5N,7.5E,0.68
22.5N,12.5E,1.11
22.5N,17.5E,1.33
22.5N,22.5E,1.68
22.5N,27.5E,1.91
22.5N,32.5E,2.05
22.5N,37.5E,1.77
22.5N,42.5E,1.67
22.5N,47.5E,2.00
22.5N,52.5E,1.55
22.5N,57.5E,1.04
22.5N,62.5E,0.87
22.5N,67.5E,0.78
22.5N,72.5E,0.84
22.5N,77.5E,0.55
22.5N,82.5E,0.77
22.5N,87.5E,0.66
22.5N,92.5E,0.92
22.5N,97.5E,1.26
22.5N,102.5E,1.74
22.5N,107.5E,1.13
22.5N,112.5E,0.98
22.5N,117.5E,1.04
22.5N,122.5E,0.89
22.5N,127.5E,0.67
22.5N,132.5E,0.47
22.5N,137.5E,0.22
22.5N,142.5E,0.16
22.5N,147.5E,0.31
22.5N,152.5E,0.54
22.5N,157.5E,0.66
22.5N,162.5E,0.76
22.5N,167.5E,0.83
22.5N,172.5E,0.88
22.5N,177.5E,0.80
22.5N,177.5W,0.78
22.5N,172.5W,0.64
22.5N,167.5W,0.56
22.5N,162.5W,0.51
22.5N,157.5W,0.30
22.5N,152.5W,0.17
22.5N,147.5W,0.22
22.5N,142.5W,0.31
22.5N,137.5W,0.25
22.5N,132.5W,0.13
22.5N,127.5W,0.04
22.5N,122.5W,0.15
22.5N,117.5W,0.59
22.5N,112.5W,0.91
22.5N,107.5W,1.01
22.5N,102.5W,0.43
22.5N,97.5W,0.39
22.5N,92.5W,0.55
22.5N,87.5W,0.61
22.5N,82.5W,0.74
22.5N,77.5W,0.85
22.5N,72.5W,0.89
22.5N,67.5W,0.87
22.5N,62.5W,0.93
22.5N,57.5W,0.99
22.5N,52.5W,1.06
22.5N,47.5W,1.08
22.5N,42.5W,1.17
22.5N,37.5W,1.34
22.5N,32.5W,1.49
22.5N,27.5W,1.61
22.5N,22.5W,1.67
22.5N,17.5W,1.61
22.5N,12.5W,1.24
22.5N,7.5W,1.57
22.5N,2.5W,1.92
27.5N,2.5E,1.67
27.5N,7.5E,2.22
27.5N,12.5E,1.55
27.5N,17.5E,1.64
27.5N,22.5E,2.12
27.5N,27.5E,1.98
27.5N,32.5E,2.27
27.5N,37.5E,2.46
27.5N,42.5E,2.33
27.5N,47.5E,1.85
27.5N,52.5E,1.23
27.5N,57.5E,1.43
27.5N,62.5E,1.86
27.5N,67.5E,0.73
27.5N,72.5E,0.51
27.5N,77.5E,0.30
27.5N,82.5E,1.07
27.5N,87.5E,1.40
27.5N,92.5E,1.03
27.5N,97.5E,0.84
27.5N,102.5E,1.12
27.5N,107.5E,2.09
27.5N,112.5E,1.67
27.5N,117.5E,1.06
27.5N,122.5E,1.06
27.5N,127.5E,0.63
27.5N,132.5E,0.37
27.5N,137.5E,0.06
27.5N,142.5E,-0.17
27.5N,147.5E,-0.21
27.5N,152.5E,0.23
27.5N,157.5E,0.67
27.5N,162.5E,0.86
27.5N,167.5E,1.03
27.5N,172.5E,1.18
27.5N,177.5E,1.10
27.5N,177.5W,0.83
27.5N,172.5W,0.61
27.5N,167.5W,0.48
27.5N,162.5W,0.52
27.5N,157.5W,0.48
27.5N,152.5W,0.44
27.5N,147.5W,0.51
27.5N,142.5W,0.72
27.5N,137.5W,0.78
27.5N,132.5W,0.61
27.5N,127.5W,0.36
27.5N,122.5W,0.32
27.5N,117.5W,0.94
27.5N,112.5W,1.44
27.5N,107.5W,1.22
27.5N,102.5W,-0.59
27.5N,97.5W,-0.18
27.5N,92.5W,0.44
27.5N,87.5W,0.42
27.5N,82.5W,0.48
27.5N,77.5W,0.35
27.5N,72.5W,0.39
27.5N,67.5W,0.39
27.5N,62.5W,0.56
27.5N,57.5W,0.85
27.5N,52.5W,1.09
27.5N,47.5W,1.15
27.5N,42.5W,1.19
27.5N,37.5W,1.32
27.5N,32.5W,1.52
27.5N,27.5W,1.72
27.5N,22.5W,1.83
27.5N,17.5W,1.79
27.5N,12.5W,1.39
27.5N,7.5W,1.25
27.5N,2.5W,1.67
32.5N,2.5E,2.30
32.5N,7.5E,2.48
32.5N,12.5E,1.78
32.5N,17.5E,1.75
32.5N,22.5E,2.14
32.5N,27.5E,1.97
32.5N,32.5E,1.75
32.5N,37.5E,2.64
32.5N,42.5E,2.94
32.5N,47.5E,2.46
32.5N,52.5E,2.90
32.5N,57.5E,2.65
32.5N,62.5E,2.49
32.5N,67.5E,2.01
32.5N,72.5E,0.97
32.5N,77.5E,1.14
32.5N,82.5E,0.71
32.5N,87.5E,0.87
32.5N,92.5E,1.14
32.5N,97.5E,0.27
32.5N,102.5E,0.88
32.5N,107.5E,1.28
32.5N,112.5E,1.52
32.5N,117.5E,1.05
32.5N,122.5E,1.25
32.5N,127.5E,0.81
32.5N,132.5E,0.66
32.5N,137.5E,0.55
32.5N,142.5E,0.13
32.5N,147.5E,-0.03
32.5N,152.5E,0.24
32.5N,157.5E,0.56
32.5N,162.5E,0.80
32.5N,167.5E,0.99
32.5N,172.5E,1.09
32.5N,177.5E,1.04
32.5N,177.5W,0.85
32.5N,172.5W,0.41
32.5N,167.5W,0.18
32.5N,162.5W,0.20
32.5N,157.5W,0.43
32.5N,152.5W,0.64
32.5N,147.5W,0.89
32.5N,142.5W,1.17
32.5N,137.5W,1.27
32.5N,132.5W,1.13
32.5N,127.5W,0.79
32.5N,122.5W,0.63
32.5N,117.5W,0.86
32.5N,112.5W,1.23
32.5N,107.5W,0.89
32.5N,102.5W,0.86
32.5N,97.5W,0.31
32.5N,92.5W,0.14
32.5N,87.5W,0.44
32.5N,82.5W,0.26
32.5N,77.5W,0.11
32.5N,72.5W,0.05
32.5N,67.5W,-0.14
32.5N,62.5W,0.18
32.5N,57.5W,0.76
32.5N,52.5W,1.15
32.5N,47.5W,1.21
32.5N,42.5W,1.05
32.5N,37.5W,0.97
32.5N,32.5W,1.13
32.5N,27.5W,1.37
32.5N,22.5W,1.52
32.5N,17.5W,1.48
32.5N,12.5W,1.31
32.5N,7.5W,1.05
32.5N,2.5W,1.77
37.5N,2.5E,1.00
37.5N,7.5E,1.49
37.5N,12.5E,1.31
37.5N,17.5E,1.46
37.5N,22.5E,2.08
37.5N,27.5E,2.45
37.5N,32.5E,2.49
37.5N,37.5E,2.53
37.5N,42.5E,2.46
37.5N,47.5E,3.23
37.5N,52.5E,2.18
37.5N,57.5E,5.35
37.5N,62.5E,5.68
37.5N,67.5E,3.93
37.5N,72.5E,1.88
37.5N,77.5E,1.91
37.5N,82.5E,1.21
37.5N,87.5E,1.78
37.5N,92.5E,1.16
37.5N,97.5E,0.97
37.5N,102.5E,1.37
37.5N,107.5E,0.18
37.5N,112.5E,0.91
37.5N,117.5E,0.72
37.5N,122.5E,1.41
37.5N,127.5E,0.76
37.5N,132.5E,1.49
37.5N,137.5E,1.65
37.5N,142.5E,1.63
37.5N,147.5E,1.49
37.5N,152.5E,1.20
37.5N,157.5E,1.23
37.5N,162.5E,1.24
37.5N,167.5E,1.31
37.5N,172.5E,1.44
37.5N,177.5E,1.42
37.5N,177.5W,1.25
37.5N,172.5W,1.00
37.5N,167.5W,0.76
37.5N,162.5W,0.53
37.5N,157.5W,0.51
37.5N,152.5W,0.52
37.5N,147.5W,0.60
37.5N,142.5W,0.82
37.5N,137.5W,0.89
37.5N,132.5W,1.00
37.5N,127.5W,0.97
37.5N,122.5W,0.87
37.5N,117.5W,0.42
37.5N,112.5W,0.92
37.5N,107.5W,1.03
37.5N,102.5W,1.30
37.5N,97.5W,0.96
37.5N,92.5W,0.70
37.5N,87.5W,0.84
37.5N,82.5W,0.24
37.5N,77.5W,-0.07
37.5N,72.5W,0.16
37.5N,67.5W,-0.12
37.5N,62.5W,-0.02
37.5N,57.5W,0.45
37.5N,52.5W,0.59
37.5N,47.5W,0.83
37.5N,42.5W,0.83
37.5N,37.5W,0.56
37.5N,32.5W,0.50
37.5N,27.5W,0.74
37.5N,22.5W,0.77
37.5N,17.5W,0.81
37.5N,12.5W,0.78
37.5N,7.5W,0.88
37.5N,2.5W,0.96
42.5N,2.5E,1.01
42.5N,7.5E,0.86
42.5N,12.5E,1.11
42.5N,17.5E,1.12
42.5N,22.5E,1.43
42.5N,27.5E,2.55
42.5N,32.5E,2.63
42.5N,37.5E,2.34
42.5N,42.5E,2.55
42.5N,47.5E,3.20
42.5N,52.5E,2.65
42.5N,57.5E,6.04
42.5N,62.5E,6.06
42.5N,67.5E,4.96
42.5N,72.5E,3.88
42.5N,77.5E,3.58
42.5N,82.5E,2.83
42.5N,87.5E,2.03
42.5N,92.5E,1.29
42.5N,97.5E,0.81
42.5N,102.5E,0.05
42.5N,107.5E,-0.60
42.5N,112.5E,-1.20
42.5N,117.5E,-1.21
42.5N,122.5E,-1.25
42.5N,127.5E,-0.58
42.5N,132.5E,1.15
42.5N,137.5E,2.42
42.5N,142.5E,2.50
42.5N,147.5E,1.81
42.5N,152.5E,1.59
42.5N,157.5E,1.62
42.5N,162.5E,1.64
42.5N,167.5E,1.63
42.5N,172.5E,1.55
42.5N,177.5E,1.45
42.5N,177.5W,1.38
42.5N,172.5W,1.43
42.5N,167.5W,1.42
42.5N,162.5W,1.37
42.5N,157.5W,1.30
42.5N,152.5W,0.88
42.5N,147.5W,0.34
42.5N,142.5W,-0.01
42.5N,137.5W,0.07
42.5N,132.5W,0.49
42.5N,127.5W,0.86
42.5N,122.5W,0.77
42.5N,117.5W,1.00
42.5N,112.5W,1.48
42.5N,107.5W,1.63
42.5N,102.5W,1.96
42.5N,97.5W,1.89
42.5N,92.5W,0.94
42.5N,87.5W,0.47
42.5N,82.5W,0.52
42.5N,77.5W,-0.19
42.5N,72.5W,-0.52
42.5N,67.5W,0.16
42.5N,62.5W,-0.19
42.5N,57.5W,-0.16
42.5N,52.5W,-0.30
42.5N,47.5W,0.10
42.5N,42.5W,0.41
42.5N,37.5W,0.21
42.5N,32.5W,0.12
42.5N,27.5W,0.09
42.5N,22.5W,0.08
42.5N,17.5W,0.14
42.5N,12.5W,0.27
42.5N,7.5W,0.94
42.5N,2.5W,1.55
47.5N,2.5E,1.34
47.5N,7.5E,0.83
47.5N,12.5E,0.47
