December 2023 Global Gridded Temperature Anomalies (Degrees Celsius)
Base Period: 1991-2020
Missing: -999.00
Latitude,Longitude,Anomaly
22.5S,117.5E,-0.27
22.5S,122.5E,1.07
22.5S,127.5E,0.85
22.5S,132.5E,1.49
22.5S,137.5E,1.40
22.5S,142.5E,0.77
22.5S,147.5E,0.51
22.5S,152.5E,0.42
22.5S,157.5E,0.41
22.5S,162.5E,0.46
22.5S,167.5E,0.49
22.5S,172.5E,0.42
22.5S,177.5E,0.21
22.5S,177.5W,-0.01
22.5S,172.5W,-0.30
22.5S,167.5W,-0.44
22.5S,162.5W,-0.58
22.5S,157.5W,-0.72
22.5S,152.5W,-0.90
22.5S,147.5W,-0.79
22.5S,142.5W,-0.64
22.5S,137.5W,-0.43
22.5S,132.5W,-0.34
22.5S,127.5W,-0.34
22.5S,122.5W,-0.38
22.5S,117.5W,-0.45
22.5S,112.5W,-0.59
22.5S,107.5W,-0.69
22.5S,102.5W,-0.73
22.5S,97.5W,-0.74
22.5S,92.5W,-0.64
22.5S,87.5W,-0.48
22.5S,82.5W,-0.26
22.5S,77.5W,0.02
22.5S,72.5W,0.28
22.5S,67.5W,1.12
22.5S,62.5W,1.43
22.5S,57.5W,1.62
22.5S,52.5W,1.89
22.5S,47.5W,2.11
22.5S,42.5W,1.23
22.5S,37.5W,0.87
22.5S,32.5W,0.99
22.5S,27.5W,1.12
22.5S,22.5W,1.40
22.5S,17.5W,1.63
22.5S,12.5W,1.83
22.5S,7.5W,1.94
22.5S,2.5W,1.82
17.5S,2.5E,1.46
17.5S,7.5E,1.42
17.5S,12.5E,0.98
17.5S,17.5E,0.73
17.5S,22.5E,0.58
17.5S,27.5E,0.92
17.5S,32.5E,0.86
17.5S,37.5E,0.58
17.5S,42.5E,0.64
17.5S,47.5E,0.98
17.5S,52.5E,1.29
17.5S,57.5E,1.33
17.5S,62.5E,1.29
17.5S,67.5E,1.12
17.5S,72.5E,0.86
17.5S,77.5E,0.61
17.5S,82.5E,0.40
17.5S,87.5E,0.29
17.5S,92.5E,0.30
17.5S,97.5E,0.50
17.5S,102.5E,0.65
17.5S,107.5E,0.60
17.5S,112.5E,0.34
17.5S,117.5E,0.08
17.5S,122.5E,0.14
17.5S,127.5E,2.06
17.5S,132.5E,1.65
17.5S,137.5E,1.00
17.5S,142.5E,0.51
17.5S,147.5E,0.18
17.5S,152.5E,0.23
17.5S,157.5E,0.23
17.5S,162.5E,0.20
17.5S,167.5E,0.26
17.5S,172.5E,0.14
17.5S,177.5E,0.03
17.5S,177.5W,-0.21
17.5S,172.5W,-0.21
17.5S,167.5W,-0.28
17.5S,162.5W,-0.42
17.5S,157.5W,-0.31
17.5S,152.5W,-0.21
17.5S,147.5W,-0.07
17.5S,142.5W,0.10
17.5S,137.5W,0.11
17.5S,132.5W,0.11
17.5S,127.5W,0.06
17.5S,122.5W,-0.03
17.5S,117.5W,-0.11
17.5S,112.5W,-0.18
17.5S,107.5W,-0.22
17.5S,102.5W,-0.22
17.5S,97.5W,-0.18
17.5S,92.5W,-0.06
17.5S,87.5W,0.06
17.5S,82.5W,0.14
17.5S,77.5W,0.25
17.5S,72.5W,0.73
17.5S,67.5W,1.10
17.5S,62.5W,2.15
17.5S,57.5W,1.76
17.5S,52.5W,1.48
17.5S,47.5W,1.96
17.5S,42.5W,2.16
17.5S,37.5W,0.78
17.5S,32.5W,0.76
17.5S,27.5W,0.84
17.5S,22.5W,1.03
17.5S,17.5W,1.20
17.5S,12.5W,1.33
17.5S,7.5W,1.30
17.5S,2.5W,1.44
12.5S,2.5E,1.65
12.5S,7.5E,1.51
12.5S,12.5E,1.27
12.5S,17.5E,0.93
12.5S,22.5E,0.80
12.5S,27.5E,0.67
12.5S,32.5E,0.75
12.5S,37.5E,0.44
12.5S,42.5E,0.84
12.5S,47.5E,1.01
12.5S,52.5E,1.34
12.5S,57.5E,1.40
12.5S,62.5E,1.09
12.5S,67.5E,0.74
12.5S,72.5E,0.34
12.5S,77.5E,-0.09
12.5S,82.5E,-0.39
12.5S,87.5E,-0.36
12.5S,92.5E,-0.10
12.5S,97.5E,0.20
12.5S,102.5E,0.28
12.5S,107.5E,0.39
12.5S,112.5E,0.22
12.5S,117.5E,0.12
12.5S,122.5E,0.13
12.5S,127.5E,0.12
12.5S,132.5E,0.35
12.5S,137.5E,0.23
12.5S,142.5E,0.19
12.5S,147.5E,-0.02
12.5S,152.5E,-0.10
12.5S,157.5E,-0.06
12.5S,162.5E,0.12
12.5S,167.5E,0.15
12.5S,172.5E,0.05
12.5S,177.5E,0.12
12.5S,177.5W,0.16
12.5S,172.5W,0.18
12.5S,167.5W,0.24
12.5S,162.5W,0.23
12.5S,157.5W,0.34
12.5S,152.5W,0.50
12.5S,147.5W,0.65
12.5S,142.5W,0.67
12.5S,137.5W,0.70
12.5S,132.5W,0.60
12.5S,127.5W,0.49
12.5S,122.5W,0.37
12.5S,117.5W,0.34
12.5S,112.5W,0.38
12.5S,107.5W,0.42
12.5S,102.5W,0.49
12.5S,97.5W,0.59
12.5S,92.5W,0.73
12.5S,87.5W,0.82
12.5S,82.5W,0.80
12.5S,77.5W,0.81
12.5S,72.5W,0.53
12.5S,67.5W,1.39
12.5S,62.5W,1.70
12.5S,57.5W,1.47
12.5S,52.5W,1.72
12.5S,47.5W,2.36
12.5S,42.5W,1.79
12.5S,37.5W,0.71
12.5S,32.5W,0.53
12.5S,27.5W,0.54
12.5S,22.5W,0.65
12.5S,17.5W,0.81
12.5S,12.5W,1.02
12.5S,7.5W,1.21
12.5S,2.5W,1.53
7.5S,2.5E,1.58
7.5S,7.5E,1.43
7.5S,12.5E,1.39
7.5S,17.5E,0.96
7.5S,22.5E,0.87
7.5S,27.5E,0.61
7.5S,32.5E,0.60
7.5S,37.5E,0.63
7.5S,42.5E,0.94
7.5S,47.5E,0.99
7.5S,52.5E,1.26
7.5S,57.5E,1.31
7.5S,62.5E,1.06
7.5S,67.5E,0.81
7.5S,72.5E,0.46
7.5S,77.5E,0.02
7.5S,82.5E,-0.22
7.5S,87.5E,-0.20
7.5S,92.5E,-0.09
7.5S,97.5E,-0.20
7.5S,102.5E,-0.24
7.5S,107.5E,0.13
7.5S,112.5E,0.29
7.5S,117.5E,0.22
7.5S,122.5E,0.18
7.5S,127.5E,0.04
7.5S,132.5E,-0.14
7.5S,137.5E,-0.12
7.5S,142.5E,0.49
7.5S,147.5E,0.05
7.5S,152.5E,-0.24
7.5S,157.5E,-0.01
7.5S,162.5E,0.16
7.5S,167.5E,0.21
7.5S,172.5E,0.33
7.5S,177.5E,0.51
7.5S,177.5W,0.66
7.5S,172.5W,0.78
7.5S,167.5W,0.95
7.5S,162.5W,1.05
7.5S,157.5W,1.07
7.5S,152.5W,1.15
7.5S,147.5W,1.18
7.5S,142.5W,1.15
7.5S,137.5W,1.10
7.5S,132.5W,1.04
7.5S,127.5W,1.01
7.5S,122.5W,1.00
7.5S,117.5W,1.04
7.5S,112.5W,1.14
7.5S,107.5W,1.22
7.5S,102.5W,1.31
7.5S,97.5W,1.42
7.5S,92.5W,1.53
7.5S,87.5W,1.53
7.5S,82.5W,1.29
7.5S,77.5W,0.77
7.5S,72.5W,0.27
7.5S,67.5W,1.20
7.5S,62.5W,1.15
7.5S,57.5W,1.16
7.5S,52.5W,1.28
7.5S,47.5W,1.12
7.5S,42.5W,0.86
7.5S,37.5W,0.19
7.5S,32.5W,0.77
7.5S,27.5W,0.81
7.5S,22.5W,0.97
7.5S,17.5W,1.16
7.5S,12.5W,1.24
7.5S,7.5W,1.45
7.5S,2.5W,1.67
2.5S,2.5E,1.23
2.5S,7.5E,1.10
2.5S,12.5E,1.02
2.5S,17.5E,0.58
2.5S,22.5E,0.89
2.5S,27.5E,0.80
2.5S,32.5E,0.51
2.5S,37.5E,0.84
2.5S,42.5E,1.04
2.5S,47.5E,1.20
2.5S,52.5E,1.38
2.5S,57.5E,1.33
2.5S,62.5E,1.25
2.5S,67.5E,1.07
2.5S,72.5E,0.82
2.5S,77.5E,0.62
2.5S,82.5E,0.42
2.5S,87.5E,0.23
2.5S,92.5E,0.07
2.5S,97.5E,-0.21
2.5S,102.5E,0.56
2.5S,107.5E,0.37
2.5S,112.5E,0.84
2.5S,117.5E,0.43
2.5S,122.5E,0.15
2.5S,127.5E,0.01
2.5S,132.5E,-0.10
2.5S,137.5E,0.13
2.5S,142.5E,0.17
2.5S,147.5E,0.00
2.5S,152.5E,0.10
2.5S,157.5E,0.20
2.5S,162.5E,0.39
2.5S,167.5E,0.61
2.5S,172.5E,0.91
2.5S,177.5E,1.17
2.5S,177.5W,1.53
2.5S,172.5W,1.84
2.5S,167.5W,2.14
2.5S,162.5W,2.23
2.5S,157.5W,2.17
2.5S,152.5W,2.12
2.5S,147.5W,2.09
2.5S,142.5W,1.97
2.5S,137.5W,1.90
2.5S,132.5W,1.85
2.5S,127.5W,1.87
2.5S,122.5W,1.97
2.5S,117.5W,2.07
2.5S,112.5W,2.15
2.5S,107.5W,2.25
2.5S,102.5W,2.29
2.5S,97.5W,2.23
2.5S,92.5W,2.15
2.5S,87.5W,1.92
2.5S,82.5W,1.60
2.5S,77.5W,1.16
2.5S,72.5W,0.22
2.5S,67.5W,0.72
2.5S,62.5W,0.92
2.5S,57.5W,0.83
2.5S,52.5W,1.31
2.5S,47.5W,1.00
2.5S,42.5W,0.88
2.5S,37.5W,0.84
2.5S,32.5W,0.83
2.5S,27.5W,0.90
2.5S,22.5W,1.08
2.5S,17.5W,1.20
2.5S,12.5W,1.18
2.5S,7.5W,1.22
2.5S,2.5W,1.32
2.5N,2.5E,1.19
2.5N,7.5E,1.00
2.5N,12.5E,0.79
2.5N,17.5E,0.30
2.5N,22.5E,0.86
2.5N,27.5E,0.81
2.5N,32.5E,0.82
2.5N,37.5E,0.81
2.5N,42.5E,0.64
2.5N,47.5E,1.20
2.5N,52.5E,1.37
2.5N,57.5E,1.27
2.5N,62.5E,1.24
2.5N,67.5E,1.17
2.5N,72.5E,1.03
2.5N,77.5E,0.88
2.5N,82.5E,0.65
2.5N,87.5E,0.44
2.5N,92.5E,0.32
2.5N,97.5E,0.38
2.5N,102.5E,0.61
2.5N,107.5E,0.67
2.5N,112.5E,0.77
2.5N,117.5E,0.95
2.5N,122.5E,0.52
2.5N,127.5E,0.32
2.5N,132.5E,0.18
2.5N,137.5E,0.13
2.5N,142.5E,0.15
2.5N,147.5E,0.20
2.5N,152.5E,0.23
2.5N,157.5E,0.33
2.5N,162.5E,0.47
2.5N,167.5E,0.63
2.5N,172.5E,0.84
2.5N,177.5E,1.14
2.5N,177.5W,1.43
2.5N,172.5W,1.79
2.5N,167.5W,2.15
2.5N,162.5W,2.24
2.5N,157.5W,2.20
2.5N,152.5W,2.20
2.5N,147.5W,2.19
2.5N,142.5W,2.10
2.5N,137.5W,2.03
2.5N,132.5W,1.95
2.5N,127.5W,1.96
2.5N,122.5W,2.06
2.5N,117.5W,2.08
2.5N,112.5W,2.09
2.5N,107.5W,2.14
2.5N,102.5W,2.09
2.5N,97.5W,1.89
2.5N,92.5W,1.72
2.5N,87.5W,1.58
2.5N,82.5W,1.48
2.5N,77.5W,1.41
2.5N,72.5W,0.93
2.5N,67.5W,0.44
2.5N,62.5W,1.45
2.5N,57.5W,1.75
2.5N,52.5W,1.17
2.5N,47.5W,0.75
2.5N,42.5W,0.71
2.5N,37.5W,0.68
2.5N,32.5W,0.71
2.5N,27.5W,0.86
2.5N,22.5W,1.03
2.5N,17.5W,1.04
2.5N,12.5W,0.89
2.5N,7.5W,0.97
2.5N,2.5W,1.23
7.5N,2.5E,0.80
7.5N,7.5E,0.79
7.5N,12.5E,1.11
7.5N,17.5E,1.29
7.5N,22.5E,0.84
7.5N,27.5E,0.92
7.5N,32.5E,1.55
7.5N,37.5E,1.28
7.5N,42.5E,0.62
7.5N,47.5E,0.77
7.5N,52.5E,0.84
7.5N,57.5E,0.85
7.5N,62.5E,0.95
7.5N,67.5E,1.02
7.5N,72.5E,0.94
7.5N,77.5E,0.92
7.5N,82.5E,0.83
7.5N,87.5E,0.61
7.5N,92.5E,0.59
7.5N,97.5E,0.72
7.5N,102.5E,0.83
7.5N,107.5E,1.02
7.5N,112.5E,0.87
7.5N,117.5E,0.73
7.5N,122.5E,0.59
7.5N,127.5E,0.49
7.5N,132.5E,0.42
7.5N,137.5E,0.43
7.5N,142.5E,0.33
7.5N,147.5E,0.27
7.5N,152.5E,0.26
7.5N,157.5E,0.28
7.5N,162.5E,0.28
7.5N,167.5E,0.33
7.5N,172.5E,0.39
7.5N,177.5E,0.50
7.5N,177.5W,0.61
7.5N,172.5W,0.72
7.5N,167.5W,0.86
7.5N,162.5W,0.95
7.5N,157.5W,0.98
7.5N,152.5W,1.01
7.5N,147.5W,1.08
7.5N,142.5W,1.14
7.5N,137.5W,1.18
7.5N,132.5W,1.24
7.5N,127.5W,1.25
7.5N,122.5W,1.22
7.5N,117.5W,1.11
7.5N,112.5W,1.08
7.5N,107.5W,1.13
7.5N,102.5W,1.16
7.5N,97.5W,1.18
7.5N,92.5W,1.24
7.5N,87.5W,1.29
7.5N,82.5W,1.19
7.5N,77.5W,1.10
7.5N,72.5W,1.33
7.5N,67.5W,1.52
7.5N,62.5W,1.57
7.5N,57.5W,1.09
7.5N,52.5W,0.72
7.5N,47.5W,0.68
7.5N,42.5W,0.72
7.5N,37.5W,0.75
7.5N,32.5W,0.79
7.5N,27.5W,0.93
7.5N,22.5W,1.05
7.5N,17.5W,1.00
7.5N,12.5W,0.73
7.5N,7.5W,0.65
7.5N,2.5W,0.82
12.5N,2.5E,-0.25
12.5N,7.5E,0.39
12.5N,12.5E,0.54
12.5N,17.5E,0.48
12.5N,22.5E,1.40
12.5N,27.5E,1.41
12.5N,32.5E,1.83
12.5N,37.5E,1.47
12.5N,42.5E,0.92
12.5N,47.5E,0.43
12.5N,52.5E,0.50
12.5N,57.5E,0.62
12.5N,62.5E,0.58
12.5N,67.5E,0.64
12.5N,72.5E,0.80
12.5N,77.5E,1.35
12.5N,82.5E,0.80
12.5N,87.5E,0.56
12.5N,92.5E,0.52
12.5N,97.5E,0.80
12.5N,102.5E,1.28
12.5N,107.5E,1.41
12.5N,112.5E,1.02
12.5N,117.5E,0.67
12.5N,122.5E,0.56
12.5N,127.5E,0.50
12.5N,132.5E,0.45
12.5N,137.5E,0.50
12.5N,142.5E,0.38
12.5N,147.5E,0.31
12.5N,152.5E,0.29
12.5N,157.5E,0.29
12.5N,162.5E,0.30
12.5N,167.5E,0.32
12.5N,172.5E,0.31
12.5N,177.5E,0.31
12.5N,177.5W,0.31
12.5N,172.5W,0.33
12.5N,167.5W,0.40
12.5N,162.5W,0.44
12.5N,157.5W,0.42
12.5N,152.5W,0.38
12.5N,147.5W,0.36
12.5N,142.5W,0.42
12.5N,137.5W,0.44
12.5N,132.5W,0.56
12.5N,127.5W,0.68
12.5N,122.5W,0.67
12.5N,117.5W,0.57
12.5N,112.5W,0.61
12.5N,107.5W,0.70
12.5N,102.5W,0.74
12.5N,97.5W,0.87
12.5N,92.5W,1.01
12.5N,87.5W,1.14
12.5N,82.5W,0.86
12.5N,77.5W,0.83
12.5N,72.5W,0.84
12.5N,67.5W,0.86
12.5N,62.5W,0.89
12.5N,57.5W,0.91
12.5N,52.5W,0.80
12.5N,47.5W,0.77
12.5N,42.5W,0.84
12.5N,37.5W,0.88
12.5N,32.5W,0.94
12.5N,27.5W,1.04
12.5N,22.5W,1.26
12.5N,17.5W,1.34
12.5N,12.5W,0.61
12.5N,7.5W,0.51
12.5N,2.5W,-0.24
17.5N,2.5E,0.32
17.5N,7.5E,-0.19
17.5N,12.5E,0.31
17.5N,17.5E,0.74
17.5N,22.5E,1.05
17.5N,27.5E,1.48
17.5N,32.5E,1.87
17.5N,37.5E,1.49
17.5N,42.5E,0.52
17.5N,47.5E,1.02
17.5N,52.5E,0.88
17.5N,57.5E,0.63
17.5N,62.5E,0.37
17.5N,67.5E,0.43
17.5N,72.5E,0.82
17.5N,77.5E,0.55
17.5N,82.5E,0.65
17.5N,87.5E,0.36
17.5N,92.5E,0.13
17.5N,97.5E,1.91
17.5N,102.5E,1.80
17.5N,107.5E,1.37
17.5N,112.5E,1.07
17.5N,117.5E,0.48
17.5N,122.5E,0.51
17.5N,127.5E,0.57
17.5N,132.5E,0.65
17.5N,137.5E,0.58
17.5N,142.5E,0.48
17.5N,147.5E,0.45
17.5N,152.5E,0.45
17.5N,157.5E,0.43
17.5N,162.5E,0.43
17.5N,167.5E,0.42
17.5N,172.5E,0.38
17.5N,177.5E,0.33
17.5N,177.5W,0.30
17.5N,172.5W,0.27
17.5N,167.5W,0.25
17.5N,162.5W,0.30
17.5N,157.5W,0.27
17.5N,152.5W,0.24
17.5N,147.5W,0.24
17.5N,142.5W,0.28
17.5N,137.5W,0.23
17.5N,132.5W,0.24
17.5N,127.5W,0.32
17.5N,122.5W,0.43
17.5N,117.5W,0.58
17.5N,112.5W,0.83
17.5N,107.5W,1.00
17.5N,102.5W,0.47
17.5N,97.5W,0.58
17.5N,92.5W,0.28
17.5N,87.5W,0.44
17.5N,82.5W,0.64
17.5N,77.5W,0.72
17.5N,72.5W,0.71
17.5N,67.5W,0.68
17.5N,62.5W,0.75
17.5N,57.5W,0.86
17.5N,52.5W,0.94
17.5N,47.5W,0.98
17.5N,42.5W,1.07
17.5N,37.5W,1.18
17.5N,32.5W,1.28
17.5N,27.5W,1.37
17.5N,22.5W,1.63
17.5N,17.5W,1.83
17.5N,12.5W,0.91
17.5N,7.5W,0.80
17.5N,2.5W,0.79
22.5N,2.5E,0.15
22.5N,7.5E,0.36
22.5N,12.5E,0.46
22.5N,17.5E,0.92
22.5N,22.5E,1.41
22.5N,27.5E,1.95
22.5N,32.5E,2.31
22.5N,37.5E,1.51
22.5N,42.5E,1.28
22.5N,47.5E,1.41
22.5N,52.5E,1.19
22.5N,57.5E,0.69
22.5N,62.5E,0.61
22.5N,67.5E,0.71
22.5N,72.5E,0.94
22.5N,77.5E,0.68
22.5N,82.5E,0.39
22.5N,87.5E,0.41
22.5N,92.5E,0.97
22.5N,97.5E,1.80
22.5N,102.5E,2.11
22.5N,107.5E,1.24
22.5N,112.5E,0.80
22.5N,117.5E,0.49
22.5N,122.5E,0.43
22.5N,127.5E,0.74
22.5N,132.5E,0.81
22.5N,137.5E,0.56
22.5N,142.5E,0.49
22.5N,147.5E,0.56
22.5N,152.5E,0.69
22.5N,157.5E,0.76
22.5N,162.5E,0.77
22.5N,167.5E,0.73
22.5N,172.5E,0.70
22.5N,177.5E,0.60
22.5N,177.5W,0.58
22.5N,172.5W,0.47
22.5N,167.5W,0.37
22.5N,162.5W,0.30
22.5N,157.5W,0.10
22.5N,152.5W,0.09
22.5N,147.5W,0.16
22.5N,142.5W,0.27
22.5N,137.5W,0.27
22.5N,132.5W,0.22
22.5N,127.5W,0.22
22.5N,122.5W,0.41
22.5N,117.5W,0.93
22.5N,112.5W,1.37
22.5N,107.5W,1.56
22.5N,102.5W,-0.94
22.5N,97.5W,-0.02
22.5N,92.5W,0.36
22.5N,87.5W,0.30
22.5N,82.5W,0.32
22.5N,77.5W,0.47
22.5N,72.5W,0.48
22.5N,67.5W,0.42
22.5N,62.5W,0.52
22.5N,57.5W,0.64
22.5N,52.5W,0.83
22.5N,47.5W,0.97
22.5N,42.5W,1.21
22.5N,37.5W,1.43
22.5N,32.5W,1.57
22.5N,27.5W,1.66
22.5N,22.5W,1.81
22.5N,17.5W,1.73
22.5N,12.5W,0.79
22.5N,7.5W,1.51
22.5N,2.5W,1.51
27.5N,2.5E,0.37
27.5N,7.5E,0.82
27.5N,12.5E,0.67
27.5N,17.5E,1.26
27.5N,22.5E,2.29
27.5N,27.5E,2.49
27.5N,32.5E,2.41
27.5N,37.5E,2.65
27.5N,42.5E,2.77
27.5N,47.5E,2.64
27.5N,52.5E,1.45
27.5N,57.5E,1.60
27.5N,62.5E,2.30
27.5N,67.5E,1.04
27.5N,72.5E,0.70
27.5N,77.5E,0.55
27.5N,82.5E,1.10
27.5N,87.5E,1.43
27.5N,92.5E,1.53
27.5N,97.5E,1.32
27.5N,102.5E,1.84
27.5N,107.5E,1.41
27.5N,112.5E,0.67
27.5N,117.5E,0.49
27.5N,122.5E,0.28
27.5N,127.5E,0.67
27.5N,132.5E,0.71
27.5N,137.5E,0.39
27.5N,142.5E,0.26
27.5N,147.5E,0.24
27.5N,152.5E,0.59
27.5N,157.5E,1.04
27.5N,162.5E,1.20
27.5N,167.5E,1.26
27.5N,172.5E,1.25
27.5N,177.5E,1.07
27.5N,177.5W,0.86
27.5N,172.5W,0.61
27.5N,167.5W,0.54
27.5N,162.5W,0.51
27.5N,157.5W,0.34
27.5N,152.5W,0.20
27.5N,147.5W,0.21
27.5N,142.5W,0.36
27.5N,137.5W,0.48
27.5N,132.5W,0.44
27.5N,127.5W,0.39
27.5N,122.5W,0.58
27.5N,117.5W,1.23
27.5N,112.5W,1.61
27.5N,107.5W,1.02
27.5N,102.5W,1.33
27.5N,97.5W,0.99
27.5N,92.5W,0.28
27.5N,87.5W,0.08
27.5N,82.5W,0.06
27.5N,77.5W,0.10
27.5N,72.5W,0.13
27.5N,67.5W,0.04
27.5N,62.5W,0.11
27.5N,57.5W,0.25
27.5N,52.5W,0.45
27.5N,47.5W,0.63
27.5N,42.5W,0.92
27.5N,37.5W,1.20
27.5N,32.5W,1.52
27.5N,27.5W,1.76
27.5N,22.5W,1.86
27.5N,17.5W,1.78
27.5N,12.5W,1.23
27.5N,7.5W,0.78
27.5N,2.5W,0.93
32.5N,2.5E,1.60
32.5N,7.5E,1.12
32.5N,12.5E,0.89
32.5N,17.5E,1.23
32.5N,22.5E,1.54
32.5N,27.5E,1.63
32.5N,32.5E,1.64
32.5N,37.5E,2.76
32.5N,42.5E,3.14
32.5N,47.5E,2.82
32.5N,52.5E,2.47
32.5N,57.5E,2.15
32.5N,62.5E,2.36
32.5N,67.5E,1.37
32.5N,72.5E,0.51
32.5N,77.5E,0.90
32.5N,82.5E,0.80
32.5N,87.5E,1.08
32.5N,92.5E,0.96
32.5N,97.5E,0.78
32.5N,102.5E,1.21
32.5N,107.5E,0.91
32.5N,112.5E,0.07
32.5N,117.5E,-0.44
32.5N,122.5E,0.15
32.5N,127.5E,0.75
32.5N,132.5E,0.89
32.5N,137.5E,0.65
32.5N,142.5E,0.34
32.5N,147.5E,0.24
32.5N,152.5E,0.43
32.5N,157.5E,0.83
32.5N,162.5E,1.24
32.5N,167.5E,1.48
32.5N,172.5E,1.48
32.5N,177.5E,1.35
32.5N,177.5W,1.15
32.5N,172.5W,0.79
32.5N,167.5W,0.71
32.5N,162.5W,0.74
32.5N,157.5W,0.71
32.5N,152.5W,0.61
32.5N,147.5W,0.60
32.5N,142.5W,0.64
32.5N,137.5W,0.69
32.5N,132.5W,0.71
32.5N,127.5W,0.67
32.5N,122.5W,0.98
32.5N,117.5W,1.56
32.5N,112.5W,1.81
32.5N,107.5W,1.42
32.5N,102.5W,2.19
32.5N,97.5W,1.92
32.5N,92.5W,1.06
32.5N,87.5W,0.58
32.5N,82.5W,0.70
32.5N,77.5W,0.20
32.5N,72.5W,0.11
32.5N,67.5W,-0.07
32.5N,62.5W,-0.02
32.5N,57.5W,0.08
32.5N,52.5W,0.20
32.5N,47.5W,0.31
32.5N,42.5W,0.44
32.5N,37.5W,0.62
32.5N,32.5W,1.04
32.5N,27.5W,1.52
32.5N,22.5W,1.79
32.5N,17.5W,1.66
32.5N,12.5W,1.43
32.5N,7.5W,0.56
32.5N,2.5W,1.06
37.5N,2.5E,0.85
37.5N,7.5E,1.10
37.5N,12.5E,0.96
37.5N,17.5E,1.03
37.5N,22.5E,1.46
37.5N,27.5E,2.28
37.5N,32.5E,2.95
37.5N,37.5E,3.03
37.5N,42.5E,3.68
37.5N,47.5E,3.02
37.5N,52.5E,2.08
37.5N,57.5E,2.91
37.5N,62.5E,2.56
37.5N,67.5E,2.55
37.5N,72.5E,3.29
37.5N,77.5E,2.00
37.5N,82.5E,1.02
37.5N,87.5E,1.07
37.5N,92.5E,1.38
37.5N,97.5E,1.17
37.5N,102.5E,1.86
37.5N,107.5E,0.00
37.5N,112.5E,-1.34
37.5N,117.5E,-1.38
37.5N,122.5E,0.11
37.5N,127.5E,0.80
37.5N,132.5E,1.56
37.5N,137.5E,1.51
37.5N,142.5E,1.52
37.5N,147.5E,1.29
37.5N,152.5E,1.02
37.5N,157.5E,1.23
37.5N,162.5E,1.56
37.5N,167.5E,1.81
37.5N,172.5E,1.92
37.5N,177.5E,1.84
37.5N,177.5W,1.63
37.5N,172.5W,1.41
37.5N,167.5W,1.31
37.5N,162.5W,1.17
37.5N,157.5W,0.99
37.5N,152.5W,0.79
37.5N,147.5W,0.68
37.5N,142.5W,0.67
37.5N,137.5W,0.57
37.5N,132.5W,0.67
37.5N,127.5W,0.83
37.5N,122.5W,1.55
37.5N,117.5W,2.68
37.5N,112.5W,2.78
37.5N,107.5W,2.09
37.5N,102.5W,2.47
37.5N,97.5W,3.35
37.5N,92.5W,3.52
37.5N,87.5W,2.88
37.5N,82.5W,2.10
37.5N,77.5W,1.25
37.5N,72.5W,0.38
37.5N,67.5W,0.20
37.5N,62.5W,0.09
37.5N,57.5W,0.10
37.5N,52.5W,0.02
37.5N,47.5W,0.08
37.5N,42.5W,0.04
37.5N,37.5W,0.01
37.5N,32.5W,0.41
37.5N,27.5W,0.95
37.5N,22.5W,1.34
37.5N,17.5W,1.36
37.5N,12.5W,1.08
37.5N,7.5W,0.56
37.5N,2.5W,0.56
42.5N,2.5E,0.96
42.5N,7.5E,0.73
42.5N,12.5E,1.17
42.5N,17.5E,1.31
42.5N,22.5E,2.75
42.5N,27.5E,2.63
42.5N,32.5E,2.26
42.5N,37.5E,1.97
42.5N,42.5E,2.86
42.5N,47.5E,2.05
42.5N,52.5E,1.63
42.5N,57.5E,1.55
42.5N,62.5E,1.80
42.5N,67.5E,1.78
42.5N,72.5E,2.05
42.5N,77.5E,2.14
42.5N,82.5E,0.97
42.5N,87.5E,0.40
42.5N,92.5E,0.28
42.5N,97.5E,0.69
42.5N,102.5E,-0.01
42.5N,107.5E,-0.85
42.5N,112.5E,-1.13
42.5N,117.5E,-1.16
42.5N,122.5E,-1.13
42.5N,127.5E,-0.35
42.5N,132.5E,0.94
42.5N,137.5E,1.78
42.5N,142.5E,1.68
42.5N,147.5E,1.21
42.5N,152.5E,1.19
42.5N,157.5E,1.45
42.5N,162.5E,1.59
42.5N,167.5E,1.63
42.5N,172.5E,1.62
42.5N,177.5E,1.56
42.5N,177.5W,1.45
42.5N,172.5W,1.43
42.5N,167.5W,1.39
42.5N,162.5W,1.27
42.5N,157.5W,1.13
42.5N,152.5W,0.80
42.5N,147.5W,0.42
42.5N,142.5W,0.23
42.5N,137.5W,0.28
42.5N,132.5W,0.54
42.5N,127.5W,0.80
42.5N,122.5W,2.31
42.5N,117.5W,2.81
42.5N,112.5W,3.21
42.5N,107.5W,3.24
42.5N,102.5W,3.91
42.5N,97.5W,4.64
42.5N,92.5W,5.44
42.5N,87.5W,4.00
42.5N,82.5W,2.44
42.5N,77.5W,3.10
42.5N,72.5W,2.29
42.5N,67.5W,0.45
42.5N,62.5W,0.03
42.5N,57.5W,-0.32
42.5N,52.5W,-0.44
42.5N,47.5W,-0.33
42.5N,42.5W,-0.27
42.5N,37.5W,-0.28
42.5N,32.5W,0.07
42.5N,27.5W,0.51
42.5N,22.5W,0.77
42.5N,17.5W,0.82
42.5N,12.5W,0.66
42.5N,7.5W,0.36
42.5N,2.5W,0.70
47.5N,2.5E,2.22
47.5N,7.5E,2.42
47.5N,12.5E,1.99
47.5N,17.5E,2.17
